equipment_port,equipment_id,process_time,allocate_rule,equipment_status
c7_84,c7,55.0,,1
c7_85,c7,55.0,,1
c7_86,c7,55.0,,1
c7_87,c7,55.0,,1
c7_88,c7,55.0,,1
c7_89,c7,55.0,,1
c7_90,c7,55.0,,1
c7_91,c7,55.0,,1
c7_92,c7,55.0,,1
c7_93,c7,55.0,,1
c7_94,c7,55.0,,1
c7_95,c7,55.0,,1
c7_96,c7,55.0,,1
c7_97,c7,55.0,,1
c7_98,c7,55.0,,1
c7_99,c7,55.0,,1
c7_100,c7,55.0,,1
c7_101,c7,55.0,,1
c7_102,c7,55.0,,1
c7_103,c7,55.0,,1
c7_104,c7,55.0,,1
c8_1,c8,55.0,,1
c8_2,c8,55.0,,1
c8_3,c8,55.0,,1
c8_4,c8,55.0,,1
c8_5,c8,55.0,,1
c8_6,c8,55.0,,1
c8_7,c8,55.0,,1
c8_8,c8,55.0,,1
c8_9,c8,55.0,,1
c8_10,c8,55.0,,1
c8_11,c8,55.0,,1
c8_12,c8,55.0,,1
c8_13,c8,55.0,,1
c8_14,c8,55.0,,1
c8_15,c8,55.0,,1
c8_16,c8,55.0,,1
c8_17,c8,55.0,,1
c8_18,c8,55.0,,1
c8_19,c8,55.0,,1
c8_20,c8,55.0,,1
c8_21,c8,55.0,,1
c8_22,c8,55.0,,1
c8_23,c8,55.0,,1
c8_24,c8,55.0,,1
c8_25,c8,55.0,,1
c8_26,c8,55.0,,1
c8_27,c8,55.0,,1
c8_28,c8,55.0,,1
c8_29,c8,55.0,,1
c8_30,c8,55.0,,1
c8_31,c8,55.0,,1
c8_32,c8,55.0,,1
c8_33,c8,55.0,,1
c8_34,c8,55.0,,1
c8_35,c8,55.0,,1
c8_36,c8,55.0,,1
c8_37,c8,55.0,,1
c8_38,c8,55.0,,1
c8_39,c8,55.0,,1
c8_40,c8,55.0,,1
c8_41,c8,55.0,,1
c8_42,c8,55.0,,1
c8_43,c8,55.0,,1
c8_44,c8,55.0,,1
c8_45,c8,55.0,,1
c8_46,c8,55.0,,1
c8_47,c8,55.0,,1
c8_48,c8,55.0,,1
c8_49,c8,55.0,,1
c8_50,c8,55.0,,1
c8_51,c8,55.0,,1
c8_52,c8,55.0,,1
c8_53,c8,55.0,,1
c8_54,c8,55.0,,1
c8_55,c8,55.0,,1
c8_56,c8,55.0,,1
c8_57,c8,55.0,,1
c8_58,c8,55.0,,1
c8_59,c8,55.0,,1
c8_60,c8,55.0,,1
c8_61,c8,55.0,,1
c8_62,c8,55.0,,1
c8_63,c8,55.0,,1
c8_64,c8,55.0,,1
c8_65,c8,55.0,,1
c8_66,c8,55.0,,1
c8_67,c8,55.0,,1
c8_68,c8,55.0,,1
c8_69,c8,55.0,,1
c8_70,c8,55.0,,1
c8_71,c8,55.0,,1
c8_72,c8,55.0,,1
c8_73,c8,55.0,,1
c8_74,c8,55.0,,1
c8_75,c8,55.0,,1
c8_76,c8,55.0,,1
c8_77,c8,55.0,,1
c8_78,c8,55.0,,1
c8_79,c8,55.0,,1
c8_80,c8,55.0,,1
c8_81,c8,55.0,,1
c8_82,c8,55.0,,1
c8_83,c8,55.0,,1
c8_84,c8,55.0,,1
c8_85,c8,55.0,,1
c8_86,c8,55.0,,1
c8_87,c8,55.0,,1
c8_88,c8,55.0,,1
c8_89,c8,55.0,,1
c8_90,c8,55.0,,1
c8_91,c8,55.0,,1
c8_92,c8,55.0,,1
c8_93,c8,55.0,,1
c8_94,c8,55.0,,1
c8_95,c8,55.0,,1
c8_96,c8,55.0,,1
c8_97,c8,55.0,,1
c8_98,c8,55.0,,1
c8_99,c8,55.0,,1
c8_100,c8,55.0,,1
c8_101,c8,55.0,,1
c8_102,c8,55.0,,1
c8_103,c8,55.0,,1
c8_104,c8,55.0,,1
c9_1,c9,55.0,,0
c9_2,c9,55.0,,0
c9_3,c9,55.0,,0
c9_4,c9,55.0,,0
c9_5,c9,55.0,,0
c9_6,c9,55.0,,0
c9_7,c9,55.0,,0
c9_8,c9,55.0,,0
c9_9,c9,55.0,,0
c9_10,c9,55.0,,0
c9_11,c9,55.0,,0
c9_12,c9,55.0,,0
c9_13,c9,55.0,,0
c9_14,c9,55.0,,0
c9_15,c9,55.0,,0
c9_16,c9,55.0,,0
c9_17,c9,55.0,,0
c9_18,c9,55.0,,0
c9_19,c9,55.0,,0
c9_20,c9,55.0,,0
c9_21,c9,55.0,,0
c9_22,c9,55.0,,0
c9_23,c9,55.0,,0
c9_24,c9,55.0,,0
c9_25,c9,55.0,,0
c9_26,c9,55.0,,0
c9_27,c9,55.0,,0
c9_28,c9,55.0,,1
c9_29,c9,55.0,,1
c9_30,c9,55.0,,1
c9_31,c9,55.0,,1
c9_32,c9,55.0,,1
c9_33,c9,55.0,,1
c9_34,c9,55.0,,1
c9_35,c9,55.0,,1
c9_36,c9,55.0,,1
c9_37,c9,55.0,,1
c9_38,c9,55.0,,1
c9_39,c9,55.0,,1
c9_40,c9,55.0,,1
c9_41,c9,55.0,,1
c9_42,c9,55.0,,1
c9_43,c9,55.0,,1
c9_44,c9,55.0,,1
c9_45,c9,55.0,,1
c9_46,c9,55.0,,1
c9_47,c9,55.0,,1
c9_48,c9,55.0,,1
c9_49,c9,55.0,,1
c9_50,c9,55.0,,1
c9_51,c9,55.0,,1
c9_52,c9,55.0,,1
c9_53,c9,55.0,,1
c9_54,c9,55.0,,1
c9_55,c9,55.0,,1
c9_56,c9,55.0,,1
c9_57,c9,55.0,,1
c9_58,c9,55.0,,1
c9_59,c9,55.0,,1
c9_60,c9,55.0,,1
c9_61,c9,55.0,,1
c9_62,c9,55.0,,1
c9_63,c9,55.0,,1
c9_64,c9,55.0,,1
c9_65,c9,55.0,,1
c9_66,c9,55.0,,1
c9_67,c9,55.0,,1
c9_68,c9,55.0,,1
c9_69,c9,55.0,,1
c9_70,c9,55.0,,1
c9_71,c9,55.0,,1
c9_72,c9,55.0,,1
c9_73,c9,55.0,,1
c9_74,c9,55.0,,1
c9_75,c9,55.0,,1
c9_76,c9,55.0,,1
c9_77,c9,55.0,,1
c9_78,c9,55.0,,1
c9_79,c9,55.0,,1
c9_80,c9,55.0,,1
c9_81,c9,55.0,,1
c9_82,c9,55.0,,1
c9_83,c9,55.0,,1
c9_84,c9,55.0,,1
c9_85,c9,55.0,,1
c9_86,c9,55.0,,1
c9_87,c9,55.0,,1
c9_88,c9,55.0,,1
c9_89,c9,55.0,,1
c9_90,c9,55.0,,1
c9_91,c9,55.0,,1
c9_92,c9,55.0,,1
c9_93,c9,55.0,,1
c9_94,c9,55.0,,1
c9_95,c9,55.0,,1
c9_96,c9,55.0,,1
c9_97,c9,55.0,,1
c9_98,c9,55.0,,1
c9_99,c9,55.0,,1
c9_100,c9,55.0,,1
c9_101,c9,55.0,,1
c9_102,c9,55.0,,0
c9_103,c9,55.0,,0
c9_104,c9,55.0,,0
c10_1,c10,55.0,,1
c10_2,c10,55.0,,1
c10_3,c10,55.0,,1
c10_4,c10,55.0,,1
c10_5,c10,55.0,,1
c10_6,c10,55.0,,1
c10_7,c10,55.0,,1
c10_8,c10,55.0,,1
c10_9,c10,55.0,,1
c10_10,c10,55.0,,1
c10_11,c10,55.0,,1
c10_12,c10,55.0,,1
c10_13,c10,55.0,,1
c10_14,c10,55.0,,1
c10_15,c10,55.0,,1
c10_16,c10,55.0,,1
c10_17,c10,55.0,,1
c10_18,c10,55.0,,1
c10_19,c10,55.0,,1
c10_20,c10,55.0,,1
c10_21,c10,55.0,,1
c10_22,c10,55.0,,1
c10_23,c10,55.0,,1
c10_24,c10,55.0,,1
c10_25,c10,55.0,,1
c10_26,c10,55.0,,1
c10_27,c10,55.0,,1
c10_28,c10,55.0,,1
c10_29,c10,55.0,,1
c10_30,c10,55.0,,1
c10_31,c10,55.0,,1
c10_32,c10,55.0,,1
c10_33,c10,55.0,,1
c10_34,c10,55.0,,1
c10_35,c10,55.0,,1
c10_36,c10,55.0,,1
c10_37,c10,55.0,,1
c10_38,c10,55.0,,1
c10_39,c10,55.0,,1
c10_40,c10,55.0,,1
c10_41,c10,55.0,,1
c10_42,c10,55.0,,1
c10_43,c10,55.0,,1
c10_44,c10,55.0,,1
c10_45,c10,55.0,,1
c10_46,c10,55.0,,1
c10_47,c10,55.0,,1
c10_48,c10,55.0,,1
c10_49,c10,55.0,,1
c10_50,c10,55.0,,1
c10_51,c10,55.0,,1
c10_52,c10,55.0,,1
c10_53,c10,55.0,,1
c10_54,c10,55.0,,1
c10_55,c10,55.0,,1
c10_56,c10,55.0,,1
c10_57,c10,55.0,,1
c10_58,c10,55.0,,1
c10_59,c10,55.0,,1
c10_60,c10,55.0,,1
c10_61,c10,55.0,,1
c10_62,c10,55.0,,1
c10_63,c10,55.0,,1
c10_64,c10,55.0,,1
c10_65,c10,55.0,,1
c10_66,c10,55.0,,1
c10_67,c10,55.0,,1
c10_68,c10,55.0,,1
c10_69,c10,55.0,,1
c10_70,c10,55.0,,1
c10_71,c10,55.0,,1
c10_72,c10,55.0,,1
c10_73,c10,55.0,,1
c10_74,c10,55.0,,1
c10_75,c10,55.0,,1
c10_76,c10,55.0,,1
c10_77,c10,55.0,,1
c10_78,c10,55.0,,1
c10_79,c10,55.0,,1
c10_80,c10,55.0,,1
c10_81,c10,55.0,,1
c10_82,c10,55.0,,1
c10_83,c10,55.0,,1
c10_84,c10,55.0,,1
c10_85,c10,55.0,,1
c10_86,c10,55.0,,1
c10_87,c10,55.0,,1
c10_88,c10,55.0,,1
c10_89,c10,55.0,,1
c10_90,c10,55.0,,1
c10_91,c10,55.0,,1
c10_92,c10,55.0,,1
c10_93,c10,55.0,,1
c10_94,c10,55.0,,1
c10_95,c10,55.0,,1
c10_96,c10,55.0,,1
c10_97,c10,55.0,,1
c10_98,c10,55.0,,1
c10_99,c10,55.0,,1
c10_100,c10,55.0,,1
c10_101,c10,55.0,,1
c10_102,c10,55.0,,1
c10_103,c10,55.0,,1
c10_104,c10,55.0,,1
c11_1,c11,55.0,,1
c11_2,c11,55.0,,1
c11_3,c11,55.0,,1
c11_4,c11,55.0,,1
c11_5,c11,55.0,,1
c11_6,c11,55.0,,1
c11_7,c11,55.0,,1
c11_8,c11,55.0,,1
c11_9,c11,55.0,,1
c11_10,c11,55.0,,1
c11_11,c11,55.0,,1
c11_12,c11,55.0,,1
c11_13,c11,55.0,,1
c11_14,c11,55.0,,1
c11_15,c11,55.0,,1
c11_16,c11,55.0,,1
c11_17,c11,55.0,,1
c11_18,c11,55.0,,1
c11_19,c11,55.0,,1
c11_20,c11,55.0,,1
c11_21,c11,55.0,,1
c11_22,c11,55.0,,1
c11_23,c11,55.0,,1
c11_24,c11,55.0,,1
c11_25,c11,55.0,,1
c11_26,c11,55.0,,1
c11_27,c11,55.0,,1
c11_28,c11,55.0,,1
c11_29,c11,55.0,,1
c11_30,c11,55.0,,1
c11_31,c11,55.0,,1
c11_32,c11,55.0,,1
c11_33,c11,55.0,,1
c11_34,c11,55.0,,1
c11_35,c11,55.0,,1
c11_36,c11,55.0,,1
c11_37,c11,55.0,,1
c11_38,c11,55.0,,1
c11_39,c11,55.0,,1
c11_40,c11,55.0,,1
c11_41,c11,55.0,,1
c11_42,c11,55.0,,1
c11_43,c11,55.0,,1
c11_44,c11,55.0,,1
c11_45,c11,55.0,,1
c11_46,c11,55.0,,1
c11_47,c11,55.0,,1
c11_48,c11,55.0,,1
c11_49,c11,55.0,,1
c11_50,c11,55.0,,1
c11_51,c11,55.0,,1
c11_52,c11,55.0,,1
c11_53,c11,55.0,,1
c11_54,c11,55.0,,1
c11_55,c11,55.0,,1
c11_56,c11,55.0,,1
c11_57,c11,55.0,,1
c11_58,c11,55.0,,1
c11_59,c11,55.0,,1
c11_60,c11,55.0,,1
c11_61,c11,55.0,,1
c11_62,c11,55.0,,1
c11_63,c11,55.0,,1
c11_64,c11,55.0,,1
c11_65,c11,55.0,,1
c11_66,c11,55.0,,1
c11_67,c11,55.0,,1
c11_68,c11,55.0,,1
c11_69,c11,55.0,,1
c11_70,c11,55.0,,1
c11_71,c11,55.0,,1
c11_72,c11,55.0,,1
c11_73,c11,55.0,,1
c11_74,c11,55.0,,1
c11_75,c11,55.0,,1
c11_76,c11,55.0,,1
c11_77,c11,55.0,,1
c11_78,c11,55.0,,1
c11_79,c11,55.0,,1
c11_80,c11,55.0,,1
c11_81,c11,55.0,,1
c11_82,c11,55.0,,1
c11_83,c11,55.0,,1
c11_84,c11,55.0,,1
c11_85,c11,55.0,,1
c11_86,c11,55.0,,1
c11_87,c11,55.0,,1
c11_88,c11,55.0,,1
c11_89,c11,55.0,,1
c11_90,c11,55.0,,1
c11_91,c11,55.0,,1
c11_92,c11,55.0,,1
c11_93,c11,55.0,,1
c11_94,c11,55.0,,1
c11_95,c11,55.0,,1
c11_96,c11,55.0,,1
c11_97,c11,55.0,,1
c11_98,c11,55.0,,1
c11_99,c11,55.0,,1
c11_100,c11,55.0,,1
c11_101,c11,55.0,,1
c11_102,c11,55.0,,1
c11_103,c11,55.0,,1
c11_104,c11,55.0,,1
c12_1,c12,55.0,,1
c12_2,c12,55.0,,1
c12_3,c12,55.0,,1
c12_4,c12,55.0,,1
c12_5,c12,55.0,,1
c12_6,c12,55.0,,1
c12_7,c12,55.0,,1
c12_8,c12,55.0,,1
c12_9,c12,55.0,,1
c12_10,c12,55.0,,1
c12_11,c12,55.0,,1
c12_12,c12,55.0,,1
c12_13,c12,55.0,,1
c12_14,c12,55.0,,1
c12_15,c12,55.0,,1
c12_16,c12,55.0,,1
c12_17,c12,55.0,,1
c12_18,c12,55.0,,1
c12_19,c12,55.0,,1
c12_20,c12,55.0,,1
c12_21,c12,55.0,,1
c12_22,c12,55.0,,1
c12_23,c12,55.0,,1
c12_24,c12,55.0,,1
c12_25,c12,55.0,,1
c12_26,c12,55.0,,1
c12_27,c12,55.0,,1
c12_28,c12,55.0,,1
c12_29,c12,55.0,,1
c12_30,c12,55.0,,1
c12_31,c12,55.0,,1
c12_32,c12,55.0,,1
c12_33,c12,55.0,,1
c12_34,c12,55.0,,1
c12_35,c12,55.0,,1
c12_36,c12,55.0,,1
c12_37,c12,55.0,,1
c12_38,c12,55.0,,1
c12_39,c12,55.0,,1
c12_40,c12,55.0,,1
c12_41,c12,55.0,,1
c12_42,c12,55.0,,1
c12_43,c12,55.0,,1
c12_44,c12,55.0,,1
c12_45,c12,55.0,,1
c12_46,c12,55.0,,1
c12_47,c12,55.0,,1
c12_48,c12,55.0,,1
c12_49,c12,55.0,,1
c12_50,c12,55.0,,1
c12_51,c12,55.0,,1
c12_52,c12,55.0,,1
c12_53,c12,55.0,,1
c12_54,c12,55.0,,1
c12_55,c12,55.0,,1
c12_56,c12,55.0,,1
c12_57,c12,55.0,,1
c12_58,c12,55.0,,1
c12_59,c12,55.0,,1
c12_60,c12,55.0,,1
c12_61,c12,55.0,,1
c12_62,c12,55.0,,1
c12_63,c12,55.0,,1
c12_64,c12,55.0,,1
c12_65,c12,55.0,,1
c12_66,c12,55.0,,1
c12_67,c12,55.0,,1
c12_68,c12,55.0,,1
c12_69,c12,55.0,,1
c12_70,c12,55.0,,1
c12_71,c12,55.0,,1
c12_72,c12,55.0,,1
c12_73,c12,55.0,,1
c12_74,c12,55.0,,1
c12_75,c12,55.0,,1
c12_76,c12,55.0,,1
c12_77,c12,55.0,,1
c12_78,c12,55.0,,1
c12_79,c12,55.0,,1
c12_80,c12,55.0,,1
c12_81,c12,55.0,,1
c12_82,c12,55.0,,1
c12_83,c12,55.0,,1
c12_84,c12,55.0,,1
c12_85,c12,55.0,,1
c12_86,c12,55.0,,1
c12_87,c12,55.0,,1
c12_88,c12,55.0,,1
c12_89,c12,55.0,,1
c12_90,c12,55.0,,1
c12_91,c12,55.0,,1
c12_92,c12,55.0,,1
c12_93,c12,55.0,,1
c12_94,c12,55.0,,1
c12_95,c12,55.0,,1
c12_96,c12,55.0,,1
c12_97,c12,55.0,,1
c12_98,c12,55.0,,1
c12_99,c12,55.0,,1
c12_100,c12,55.0,,1
c12_101,c12,55.0,,1
c12_102,c12,55.0,,1
c12_103,c12,55.0,,1
c12_104,c12,55.0,,1
c13_1,c13,10.0,,1
c13_2,c13,10.0,,1
c13_3,c13,10.0,,1
c13_4,c13,10.0,,1
c13_5,c13,10.0,,1
c13_6,c13,10.0,,1
c13_7,c13,10.0,,1
c13_8,c13,10.0,,1
c13_9,c13,10.0,,1
c13_10,c13,10.0,,1
c13_11,c13,10.0,,1
c13_12,c13,10.0,,0
c13_13,c13,10.0,,1
c13_14,c13,10.0,,1
c13_15,c13,10.0,,1
c13_16,c13,10.0,,1
c13_17,c13,10.0,,1
c13_18,c13,10.0,,1
c13_19,c13,10.0,,1
c13_20,c13,10.0,,1
c13_21,c13,10.0,,1
c13_22,c13,10.0,,1
c13_23,c13,10.0,,1
c13_24,c13,10.0,,1
c13_25,c13,10.0,,1
c13_26,c13,10.0,,1
c13_27,c13,10.0,,1
c13_28,c13,10.0,,1
c14_1,c14,10.0,,1
c14_2,c14,10.0,,1
c14_3,c14,10.0,,1
c14_4,c14,10.0,,1
c14_5,c14,10.0,,1
c14_6,c14,10.0,,1
c14_7,c14,10.0,,1
c14_8,c14,10.0,,1
c14_9,c14,10.0,,1
c14_10,c14,10.0,,1
c14_11,c14,10.0,,1
c14_12,c14,10.0,,1
c14_13,c14,10.0,,1
c14_14,c14,10.0,,1
c14_15,c14,10.0,,1
c14_16,c14,10.0,,1
c14_17,c14,10.0,,1
c14_18,c14,10.0,,1
c14_19,c14,10.0,,1
c14_20,c14,10.0,,1
c14_21,c14,10.0,,1
c14_22,c14,10.0,,1
c14_23,c14,10.0,,1
c14_24,c14,10.0,,1
c14_25,c14,10.0,,1
c14_26,c14,10.0,,1
c14_27,c14,10.0,,1
c14_28,c14,10.0,,1
c15_1,c15,10.0,,0
c15_2,c15,10.0,,0
c15_3,c15,10.0,,0
c15_4,c15,10.0,,0
c15_5,c15,10.0,,0
c15_6,c15,10.0,,0
c15_7,c15,10.0,,0
c15_8,c15,10.0,,0
c15_9,c15,10.0,,0
c15_10,c15,10.0,,0
c15_11,c15,10.0,,0
c15_12,c15,10.0,,0
c15_13,c15,10.0,,0
c15_14,c15,10.0,,0
c15_15,c15,10.0,,0
c15_16,c15,10.0,,0
c15_17,c15,10.0,,0
c15_18,c15,10.0,,0
c15_19,c15,10.0,,0
c15_20,c15,10.0,,0
c15_21,c15,10.0,,0
c15_22,c15,10.0,,0
c15_23,c15,10.0,,0
c15_24,c15,10.0,,0
c15_25,c15,10.0,,0
c15_26,c15,10.0,,0
c15_27,c15,10.0,,0
c15_28,c15,10.0,,0
c16_1,c16,10.0,,1
c16_2,c16,10.0,,1
c16_3,c16,10.0,,1
c16_4,c16,10.0,,1
c16_5,c16,10.0,,1
c16_6,c16,10.0,,1
c16_7,c16,10.0,,1
c16_8,c16,10.0,,1
c16_9,c16,10.0,,1
c16_10,c16,10.0,,1
c16_11,c16,10.0,,1
c16_12,c16,10.0,,1
c16_13,c16,10.0,,1
c16_14,c16,10.0,,1
c16_15,c16,10.0,,1
c16_16,c16,10.0,,1
c16_17,c16,10.0,,1
c16_18,c16,10.0,,1
c16_19,c16,10.0,,1
c16_20,c16,10.0,,1
c16_21,c16,10.0,,1
c16_22,c16,10.0,,1
c16_23,c16,10.0,,1
c16_24,c16,10.0,,1
c16_25,c16,10.0,,1
c16_26,c16,10.0,,1
c16_27,c16,10.0,,1
c16_28,c16,10.0,,1
c17_1,c17,10.0,,1
c17_2,c17,10.0,,1
c17_3,c17,10.0,,1
c17_4,c17,10.0,,1
c17_5,c17,10.0,,1
c17_6,c17,10.0,,1
c17_7,c17,10.0,,1
c17_8,c17,10.0,,1
c17_9,c17,10.0,,1
c17_10,c17,10.0,,1
c17_11,c17,10.0,,1
c17_12,c17,10.0,,1
c17_13,c17,10.0,,1
c17_14,c17,10.0,,1
c17_15,c17,10.0,,1
c17_16,c17,10.0,,1
c17_17,c17,10.0,,1
c17_18,c17,10.0,,1
c17_19,c17,10.0,,1
c17_20,c17,10.0,,1
c17_21,c17,10.0,,1
c17_22,c17,10.0,,1
c17_23,c17,10.0,,1
c17_24,c17,10.0,,1
c17_25,c17,10.0,,1
c17_26,c17,10.0,,1
c17_27,c17,10.0,,1
c17_28,c17,10.0,,1
c18_1,c18,10.0,,0
c18_2,c18,10.0,,1
c18_3,c18,10.0,,0
c18_4,c18,10.0,,1
c18_5,c18,10.0,,0
c18_6,c18,10.0,,0
c18_7,c18,10.0,,1
c18_8,c18,10.0,,1
c18_9,c18,10.0,,1
c18_10,c18,10.0,,1
c18_11,c18,10.0,,1
c18_12,c18,10.0,,1
c18_13,c18,10.0,,1
c18_14,c18,10.0,,1
c18_15,c18,10.0,,1
c18_16,c18,10.0,,1
c18_17,c18,10.0,,1
c18_18,c18,10.0,,0
c18_19,c18,10.0,,1
c18_20,c18,10.0,,1
c18_21,c18,10.0,,1
c18_22,c18,10.0,,1
c18_23,c18,10.0,,1
c18_24,c18,10.0,,1
c18_25,c18,10.0,,1
c18_26,c18,10.0,,1
c18_27,c18,10.0,,1
c18_28,c18,10.0,,1
x1_1,x1,0.0,,1
x2_1,x2,0.0,,1
x3_1,x3,0.0,,1
x4_1,x4,0.0,,1
x5_1,x5,0.0,,1
x6_1,x6,0.0,,1
x7_1,x7,0.0,,1
x8_1,x8,0.0,,1
x9_1,x9,0.0,,1
x10_1,x10,0.0,,1
x11_1,x11,0.0,,1
x12_1,x12,0.0,,1
x13_1,x13,0.0,,1
x14_1,x14,0.0,,1
x15_1,x15,0.0,,1
x16_1,x16,0.0,,1
x17_1,x17,0.0,,1
e1_1,e1,0.0,,1
e2_1,e2,0.0,,1
e3_1,e3,0.0,,1
e4_1,e4,0.0,,1
e5_1,e5,0.0,,1
e6_1,e6,0.0,,1
